iter	RMSE
1665	4108509.376
1666	4107760.817
1667	4103119.733
1668	4101683.677
1669	4100646.849
1670	4098639.848
1671	4098014.113
1672	4096396.427
1673	4095621.498
1674	4095013.764
1675	4094653.059
1676	4092517.935
1677	4091851.161
1678	4090227.844
1679	4088655.44
1680	4087612.626
1681	4085723.584
1682	4084183.848
1683	4083674.877
1684	4081867.235
1685	4081338.185
1686	4081128.346
1687	4080106.118
1688	4078945.568
1689	4078400.081
1690	4077459.014
1691	4076051.253
1692	4075485.516
1693	4074982.593
1694	4074171.094
1695	4071853.981
1696	4069912.67
1697	4068636.973
1698	4066919.825
1699	4064791.907
1700	4064311.71
1701	4063897.398
1702	4062302.795
1703	4059704.854
1704	4058349.439
1705	4057321.812
1706	4055821.421
1707	4055467.032
1708	4053116.2
1709	4052176.411
1710	4051109.34
1711	4048826.955
1712	4048000.586
1713	4046008.854
1714	4045641.839
1715	4044049.045
1716	4043444.82
1717	4042388.224
1718	4041525.247
1719	4040185.997
1720	4038382.182
1721	4038151.435
1722	4037344.811
1723	4034333.375
1724	4031163.627
1725	4030361.479
1726	4028998.503
1727	4026684.506
1728	4025550.546
1729	4023852.955
1730	4021994.454
1731	4020884.484
1732	4019831.792
1733	4017577.945
1734	4016301.867
1735	4015754.758
1736	4015689.851
1737	4015051.706
1738	4012970.616
1739	4012057.014
1740	4010844.173
1741	4010091.34
1742	4007958.237
1743	4007336.237
1744	4005484.829
1745	4004357.021
1746	4002001.928
1747	4001321.401
1748	3999933.521
1749	3999493.154
1750	3998731.162
1751	3997680.672
1752	3996511.815
1753	3993227.412
1754	3991930.585
1755	3988090.937
1756	3986336.716
1757	3985342.186
1758	3984899.806
1759	3984487.833
1760	3984025.969
1761	3982646.013
1762	3981808.48
1763	3980656.885
1764	3980068.363
1765	3979286.781
1766	3975853.882
1767	3974835.601
1768	3971975.525
1769	3970970.008
1770	3969870.322
1771	3968048.788
1772	3967631.53
1773	3967019.361
1774	3965878.233
1775	3964672.672
1776	3962265.395
1777	3962055.857
1778	3960793.39
1779	3959639.377
1780	3958088.605
1781	3957068.005
1782	3954508.486
1783	3953695.987
1784	3952530.206
1785	3951052.438
1786	3949674.61
1787	3948487.856
1788	3946934.525
1789	3945168.723
